"CHF","2013","Q1","0.693201666666667"
"CHF","2013","Q2","0.690989333333333"
"CHF","2013","Q3","0.692317666666667"
"CHF","2013","Q4","0.683991333333333"
"CHF","2014","Q1","0.676801666666667"
"CHF","2014","Q2","0.668278333333333"
"CHF","2014","Q3","0.655235666666667"
"CHF","2014","Q4","0.655047"
"CHF","2015","Q1","0.693548"
"CHF","2015","Q2","0.693591333333333"
"CHF","2015","Q3","0.669406"
"CHF","2015","Q4","0.665529333333333"
"CLP","2006","Q1","0.001084"
"CLP","2006","Q2","0.00103966666666667"
"CLP","2006","Q3","0.000989333333333333"
"CLP","2006","Q4","0.000987333333333333"
"CLP","2007","Q1","0.000948666666666667"
"CLP","2007","Q2","0.000956"
"CLP","2007","Q3","0.000952666666666667"
"CLP","2007","Q4","0.000976333333333333"
"CLP","2008","Q1","0.00109133333333333"
"CLP","2008","Q2","0.00107866666666667"
"CLP","2008","Q3","0.00102466666666667"
"CLP","2008","Q4","0.000998"
"CLP","2009","Q1","0.00114833333333333"
"CLP","2009","Q2","0.00113966666666667"
"CLP","2009","Q3","0.00111766666666667"
"CLP","2009","Q4","0.00118366666666667"
"CLP","2010","Q1","0.00123466666666667"
"CLP","2010","Q2","0.001262"
"CLP","2010","Q3","0.00126266666666667"
"CLP","2010","Q4","0.00131733333333333"
"CLP","2011","Q1","0.00129766666666667"
"CLP","2011","Q2","0.00130633333333333"
"CLP","2011","Q3","0.00131733333333333"
"CLP","2011","Q4","0.00124366666666667"
"CLP","2012","Q1","0.00130233333333333"
"CLP","2012","Q2","0.00127433333333333"
"CLP","2012","Q3","0.00131166666666667"
"CLP","2012","Q4","0.001303"
"CLP","2013","Q1","0.00136433333333333"
"CLP","2013","Q2","0.001343"
"CLP","2013","Q3","0.00127133333333333"
"CLP","2013","Q4","0.001197"
"CLP","2014","Q1","0.00109566666666667"
"CLP","2014","Q2","0.00107133333333333"
"CLP","2014","Q3","0.001038"
"CLP","2014","Q4","0.001057"
"CLP","2015","Q1","0.00105733333333333"
"CLP","2015","Q2","0.00105666666666667"
"CLP","2015","Q3","0.000955333333333333"
"CLP","2015","Q4","0.000945"
"CNY","2006","Q1","0.0708783333333333"
"CNY","2006","Q2","0.0683663333333333"
"CNY","2006","Q3","0.0669656666666667"
"CNY","2006","Q4","0.0663833333333333"
"CNY","2007","Q1","0.065934"
"CNY","2007","Q2","0.0655983333333333"
"CNY","2007","Q3","0.0654616666666667"
"CNY","2007","Q4","0.0658883333333333"
"CNY","2008","Q1","0.0706043333333333"
"CNY","2008","Q2","0.0728823333333333"
"CNY","2008","Q3","0.0773943333333333"
"CNY","2008","Q4","0.0934676666666667"
"CNY","2009","Q1","0.101879333333333"
"CNY","2009","Q2","0.0945993333333333"
"CNY","2009","Q3","0.0892223333333333"
"CNY","2009","Q4","0.0897013333333333"
"CNY","2010","Q1","0.093963"
"CNY","2010","Q2","0.0982546666666667"
"CNY","2010","Q3","0.09526"
"CNY","2010","Q4","0.095019"
"CNY","2011","Q1","0.0948666666666667"
"CNY","2011","Q2","0.0943146666666667"
"CNY","2011","Q3","0.0967683333333333"
"CNY","2011","Q4","0.100029666666667"
"CNY","2012","Q1","0.100871333333333"
"CNY","2012","Q2","0.0998506666666667"
"CNY","2012","Q3","0.099596"
"CNY","2012","Q4","0.0996633333333333"
"CNY","2013","Q1","0.103592666666667"
"CNY","2013","Q2","0.105786666666667"
"CNY","2013","Q3","0.105256333333333"
"CNY","2013","Q4","0.101423666666667"
"CNY","2014","Q1","0.099043"
"CNY","2014","Q2","0.095341"
"CNY","2014","Q3","0.0972426666666667"
"CNY","2014","Q4","0.102801333333333"
"CNY","2015","Q1","0.105877"
"CNY","2015","Q2","0.105255333333333"
"CNY","2015","Q3","0.102452666666667"
"CNY","2015","Q4","0.103176"
"CZK","2006","Q1","0.0240033333333333"
"CZK","2006","Q2","0.0242376666666667"
"CZK","2006","Q3","0.0239956666666667"
"CZK","2006","Q4","0.024026"
"CZK","2007","Q1","0.023913"
"CZK","2007","Q2","0.0240306666666667"
"CZK","2007","Q3","0.024368"
"CZK","2007","Q4","0.0264776666666667"
"CZK","2008","Q1","0.0296563333333333"
"CZK","2008","Q2","0.0319506666666667"
"CZK","2008","Q3","0.032999"
"CZK","2008","Q4","0.0331593333333333"
"CZK","2009","Q1","0.032918"
"CZK","2009","Q2","0.0330306666666667"
"CZK","2009","Q3","0.0340813333333333"
"CZK","2009","Q4","0.0348456666666667"
"CZK","2010","Q1","0.0342803333333333"
"CZK","2010","Q2","0.0333896666666667"
"CZK","2010","Q3","0.0334426666666667"
"CZK","2010","Q4","0.0346943333333333"
"CZK","2011","Q1","0.0350336666666667"
"CZK","2011","Q2","0.03629"
"CZK","2011","Q3","0.0360116666666667"
"CZK","2011","Q4","0.0339383333333333"
"CZK","2012","Q1","0.0332893333333333"
"CZK","2012","Q2","0.032139"
"CZK","2012","Q3","0.0315953333333333"
"CZK","2012","Q4","0.0321143333333333"
"CZK","2013","Q1","0.0333353333333333"
"CZK","2013","Q2","0.03294"
"CZK","2013","Q3","0.0330666666666667"
"CZK","2013","Q4","0.0315346666666667"
"CZK","2014","Q1","0.0301703333333333"
"CZK","2014","Q2","0.0296846666666667"
"CZK","2014","Q3","0.028736"
"CZK","2014","Q4","0.0285476666666667"
"CZK","2015","Q1","0.026914"
"CZK","2015","Q2","0.026367"
"CZK","2015","Q3","0.026522"
"CZK","2015","Q4","0.0266803333333333"
"DKK","2006","Q1","0.0919473333333333"
"DKK","2006","Q2","0.092254"
"DKK","2006","Q3","0.0911336666666667"
"DKK","2006","Q4","0.0902856666666667"
"DKK","2007","Q1","0.0899693333333333"
"DKK","2007","Q2","0.0911563333333333"
"DKK","2007","Q3","0.091387"
"DKK","2007","Q4","0.095114"
"DKK","2008","Q1","0.101644333333333"
"DKK","2008","Q2","0.106235666666667"
"DKK","2008","Q3","0.106516666666667"
"DKK","2008","Q4","0.112994333333333"
"DKK","2009","Q1","0.12191"
"DKK","2009","Q2","0.118134666666667"
"DKK","2009","Q3","0.117118666666667"
"DKK","2009","Q4","0.12147"
"DKK","2010","Q1","0.119176666666667"
"DKK","2010","Q2","0.114725333333333"
"DKK","2010","Q3","0.111849333333333"
"DKK","2010","Q4","0.115307666666667"
"DKK","2011","Q1","0.114542666666667"
"DKK","2011","Q2","0.118309666666667"
"DKK","2011","Q3","0.117785"
"DKK","2011","Q4","0.115237333333333"
"DKK","2012","Q1","0.112235333333333"
"DKK","2012","Q2","0.109085666666667"
"DKK","2012","Q3","0.106347333333333"
"DKK","2012","Q4","0.108315"
"DKK","2013","Q1","0.114172666666667"
"DKK","2013","Q2","0.114080333333333"
"DKK","2013","Q3","0.11455"
"DKK","2013","Q4","0.112730333333333"
"DKK","2014","Q1","0.110930666666667"
"DKK","2014","Q2","0.109174666666667"
"DKK","2014","Q3","0.106511666666667"
"DKK","2014","Q4","0.106005333333333"
"DKK","2015","Q1","0.0997973333333333"
"DKK","2015","Q2","0.0967666666666667"
"DKK","2015","Q3","0.0962503333333333"
"DKK","2015","Q4","0.0966833333333333"
"EUR","2006","Q1","0.686063666666667"
"EUR","2006","Q2","0.687929"
"EUR","2006","Q3","0.679796"
"EUR","2006","Q4","0.672879"
"EUR","2007","Q1","0.670385666666667"
"EUR","2007","Q2","0.67901"
"EUR","2007","Q3","0.680268"
"EUR","2007","Q4","0.709063666666667"
"EUR","2008","Q1","0.757687333333333"
"EUR","2008","Q2","0.792265"
"EUR","2008","Q3","0.794381"
"EUR","2008","Q4","0.842273333333333"
"EUR","2009","Q1","0.908356"
"EUR","2009","Q2","0.879568666666667"
"EUR","2009","Q3","0.871706666666667"
"EUR","2009","Q4","0.903917333333333"
"EUR","2010","Q1","0.886874666666667"
"EUR","2010","Q2","0.8539"
