currency,days,month,rate,year
CAD,30,Apr,0.641235,2013.0
CAD,31,May,0.641077,2013.0
CAD,30,Jun,0.626326,2013.0
CAD,31,Jul,0.633442,2013.0
CAD,31,Aug,0.619972,2013.0
CAD,30,Sep,0.608654,2013.0
CAD,31,Oct,0.600018,2013.0
CAD,30,Nov,0.592086,2013.0
CAD,31,Dec,0.573908,2013.0
CAD,31,Jan,0.545576,2015.0
CAD,28,Feb,0.521570,2015.0
CAD,31,Mar,0.529604,2015.0
CAD,30,Apr,0.541631,2015.0
CAD,31,May,0.531341,2015.0
CAD,30,Jun,0.519314,2015.0
CAD,31,Jul,0.500539,2015.0
CAD,31,Aug,0.488490,2015.0
CAD,30,Sep,0.491514,2015.0
CAD,31,Oct,0.499152,2015.0
CAD,30,Nov,0.495670,2015.0
CAD,31,Dec,0.486506,2015.0
MXN,31,Jan,0.053696,2006.0
MXN,28,Feb,0.054595,2006.0
MXN,31,Mar,0.053388,2006.0
MXN,30,Apr,0.051209,2006.0
MXN,31,May,0.048236,2006.0
MXN,30,Jun,0.047589,2006.0
MXN,31,Jul,0.049246,2006.0
MXN,31,Aug,0.048574,2006.0
MXN,30,Sep,0.048329,2006.0
MXN,31,Oct,0.048952,2006.0
MXN,30,Nov,0.047927,2006.0
MXN,31,Dec,0.046923,2006.0
MXN,31,Jan,0.046661,2007.0
MXN,28,Feb,0.046451,2007.0
MXN,31,Mar,0.046186,2007.0
MXN,30,Apr,0.045830,2007.0
MXN,31,May,0.046590,2007.0
MXN,30,Jun,0.046473,2007.0
MXN,31,Jul,0.045478,2007.0
MXN,31,Aug,0.045020,2007.0
MXN,30,Sep,0.044879,2007.0
MXN,31,Oct,0.045213,2007.0
MXN,30,Nov,0.044398,2007.0
MXN,31,Dec,0.045760,2007.0
MXN,31,Jan,0.046557,2008.0
MXN,29,Feb,0.047301,2008.0
MXN,31,Mar,0.046545,2008.0
MXN,30,Apr,0.047935,2008.0
MXN,31,May,0.048735,2008.0
MXN,30,Jun,0.049214,2008.0
MXN,31,Jul,0.049210,2008.0
MXN,31,Aug,0.052403,2008.0
MXN,30,Sep,0.052225,2008.0
MXN,31,Oct,0.046875,2008.0
MXN,30,Nov,0.049638,2008.0
MXN,31,Dec,0.050250,2008.0
MXN,31,Jan,0.049770,2009.0
MXN,28,Feb,0.047489,2009.0
MXN,31,Mar,0.048200,2009.0
MXN,30,Apr,0.050810,2009.0
MXN,31,May,0.049051,2009.0
MXN,30,Jun,0.045831,2009.0
MXN,31,Jul,0.045721,2009.0
MXN,31,Aug,0.046479,2009.0
MXN,30,Sep,0.045702,2009.0
MXN,31,Oct,0.046692,2009.0
MXN,30,Nov,0.045966,2009.0
MXN,31,Dec,0.047967,2009.0
MXN,31,Jan,0.048205,2010.0
MXN,28,Feb,0.049594,2010.0
MXN,31,Mar,0.052845,2010.0
MXN,30,Apr,0.053309,2010.0
MXN,31,May,0.053539,2010.0
MXN,30,Jun,0.053339,2010.0
MXN,31,Jul,0.050975,2010.0
MXN,31,Aug,0.050015,2010.0
MXN,30,Sep,0.050151,2010.0
MXN,31,Oct,0.050681,2010.0
MXN,30,Nov,0.050807,2010.0
MXN,31,Dec,0.051763,2010.0
MXN,31,Jan,0.052194,2011.0
MXN,28,Feb,0.051434,2011.0
MXN,31,Mar,0.051605,2011.0
MXN,30,Apr,0.052197,2011.0
MXN,31,May,0.052533,2011.0
MXN,30,Jun,0.052221,2011.0
MXN,31,Jul,0.053000,2011.0
MXN,31,Aug,0.049938,2011.0
MXN,30,Sep,0.048661,2011.0
MXN,31,Oct,0.047187,2011.0
MXN,30,Nov,0.046153,2011.0
MXN,31,Dec,0.046585,2011.0
BRL,31,Jan,0.255304,2014.0
BRL,28,Feb,0.253625,2014.0
BRL,31,Mar,0.258695,2014.0
BRL,30,Apr,0.267470,2014.0
BRL,31,May,0.267421,2014.0
BRL,30,Jun,0.264744,2014.0
BRL,31,Jul,0.263348,2014.0
BRL,31,Aug,0.264144,2014.0
BRL,30,Sep,0.262573,2014.0
BRL,31,Oct,0.254156,2014.0
BRL,30,Nov,0.248757,2014.0
BRL,31,Dec,0.241571,2014.0
BRL,31,Jan,0.250308,2015.0
BRL,28,Feb,0.231653,2015.0
BRL,31,Mar,0.212470,2015.0
BRL,30,Apr,0.219530,2015.0
BRL,31,May,0.211792,2015.0
BRL,30,Jun,0.206015,2015.0
BRL,31,Jul,0.199525,2015.0
BRL,31,Aug,0.182916,2015.0
BRL,30,Sep,0.167108,2015.0
BRL,31,Oct,0.168404,2015.0
BRL,30,Nov,0.173805,2015.0
BRL,31,Dec,0.171704,2015.0
BRL,31,Jan,0.171751,2016.0
BRL,29,Feb,0.176115,2016.0
BRL,31,Mar,0.190024,2016.0
BRL,30,Apr,0.196399,2016.0
BRL,31,May,0.194348,2016.0
BRL,30,Jun,0.205731,2016.0
BRL,31,Jul,0.232499,2016.0
BRL,31,Aug,0.238090,2016.0
BRL,30,Sep,0.233770,2016.0
BRL,31,Oct,0.253549,2016.0
BRL,4,Nov,0.249625,2016.0
ARS,31,Jan,0.186032,2006.0
ARS,28,Feb,0.186436,2006.0
ARS,31,Mar,0.186528,2006.0
ARS,30,Apr,0.184466,2006.0
ARS,31,May,0.175173,2006.0
ARS,30,Jun,0.176008,2006.0
ARS,31,Jul,0.175750,2006.0
ARS,31,Aug,0.171556,2006.0
ARS,30,Sep,0.171186,2006.0
ARS,31,Oct,0.172098,2006.0
ARS,30,Nov,0.170162,2006.0
ARS,31,Dec,0.166587,2006.0
ARS,31,Jan,0.165624,2007.0
ARS,28,Feb,0.164578,2007.0
ARS,31,Mar,0.165586,2007.0
ARS,30,Apr,0.162767,2007.0
ARS,31,May,0.163618,2007.0
ARS,30,Jun,0.163660,2007.0
ARS,31,Jul,0.158124,2007.0
ARS,31,Aug,0.157703,2007.0
ARS,30,Sep,0.157362,2007.0
ARS,31,Oct,0.154741,2007.0
ARS,30,Nov,0.154101,2007.0
ARS,31,Dec,0.158086,2007.0
ARS,31,Jan,0.161412,2008.0
ARS,29,Feb,0.161278,2008.0
ARS,31,Mar,0.158457,2008.0
ARS,30,Apr,0.159256,2008.0
ARS,31,May,0.161422,2008.0
ARS,30,Jun,0.166897,2008.0
ARS,31,Jul,0.166364,2008.0
ARS,31,Aug,0.174862,2008.0
ARS,30,Sep,0.180328,2008.0
ARS,31,Oct,0.183290,2008.0
ARS,30,Nov,0.195725,2008.0
ARS,31,Dec,0.196952,2008.0
ARS,31,Jan,0.199500,2009.0
ARS,28,Feb,0.197647,2009.0
ARS,31,Mar,0.192993,2009.0
ARS,30,Apr,0.184037,2009.0
ARS,31,May,0.173942,2009.0
ARS,30,Jun,0.162177,2009.0
ARS,31,Jul,0.160585,2009.0
ARS,31,Aug,0.157574,2009.0
ARS,30,Sep,0.159465,2009.0
ARS,31,Oct,0.161464,2009.0
ARS,30,Nov,0.158291,2009.0
ARS,31,Dec,0.162184,2009.0
ARS,31,Jan,0.162733,2010.0
ARS,28,Feb,0.166700,2010.0
ARS,31,Mar,0.172078,2010.0
ARS,30,Apr,0.168419,2010.0
ARS,31,May,0.174867,2010.0
ARS,30,Jun,0.172745,2010.0
ARS,31,Jul,0.166267,2010.0
ARS,31,Aug,0.162279,2010.0
ARS,30,Sep,0.162547,2010.0
ARS,31,Oct,0.159242,2010.0
ARS,30,Nov,0.158495,2010.0
ARS,31,Dec,0.161292,2010.0
ARS,31,Jan,0.159262,2011.0
ARS,28,Feb,0.154276,2011.0
ARS,31,Mar,0.153428,2011.0
ARS,30,Apr,0.150246,2011.0
ARS,31,May,0.149885,2011.0
ARS,30,Jun,0.150681,2011.0
ARS,31,Jul,0.150163,2011.0
ARS,31,Aug,0.146729,2011.0
ARS,30,Sep,0.150704,2011.0
ARS,31,Oct,0.150215,2011.0
ARS,30,Nov,0.148540,2011.0
ARS,31,Dec,0.149703,2011.0
ARS,31,Jan,0.149341,2012.0
ARS,29,Feb,0.145571,2012.0
ARS,31,Mar,0.145170,2012.0
ARS,30,Apr,0.142181,2012.0
ARS,31,May,0.141318,2012.0
ARS,30,Jun,0.143213,2012.0
ARS,31,Jul,0.140947,2012.0
ARS,31,Aug,0.138111,2012.0
ARS,30,Sep,0.132979,2012.0
ARS,31,Oct,0.131650,2012.0
ARS,30,Nov,0.130681,2012.0
ARS,31,Dec,0.127033,2012.0
ARS,31,Jan,0.126566,2013.0
ARS,28,Feb,0.128902,2013.0
ARS,31,Mar,0.130284,2013.0
ARS,30,Apr,0.126750,2013.0
ARS,31,May,0.124933,2013.0
ARS,30,Jun,0.121313,2013.0
ARS,31,Jul,0.121140,2013.0
ARS,31,Aug,0.115609,2013.0
ARS,30,Sep,0.110091,2013.0
ARS,31,Oct,0.106341,2013.0
ARS,30,Nov,0.103341,2013.0
ARS,31,Dec,0.096326,2013.0
ARS,31,Jan,0.088211,2014.0
ARS,28,Feb,0.076821,2014.0
ARS,31,Mar,0.075872,2014.0
ARS,30,Apr,0.074654,2014.0
ARS,31,May,0.073890,2014.0
ARS,30,Jun,0.072758,2014.0
ARS,31,Jul,0.071841,2014.0
ARS,31,Aug,0.072103,2014.0
ARS,30,Sep,0.072909,2014.0
ARS,31,Oct,0.073439,2014.0
ARS,30,Nov,0.074490,2014.0
ARS,31,Dec,0.074868,2014.0
ARS,31,Jan,0.076765,2015.0
ARS,28,Feb,0.075145,2015.0
ARS,31,Mar,0.076180,2015.0
ARS,30,Apr,0.075582,2015.0
ARS,31,May,0.072357,2015.0
ARS,30,Jun,0.070913,2015.0
ARS,31,Jul,0.070341,2015.0
ARS,31,Aug,0.069484,2015.0
ARS,30,Sep,0.069654,2015.0
ARS,31,Oct,0.068856,2015.0
ARS,30,Nov,0.068577,2015.0
ARS,31,Dec,0.059345,2015.0
ARS,31,Jan,0.051088,2016.0
ARS,29,Feb,0.047302,2016.0
ARS,31,Mar,0.047034,2016.0
ARS,30,Apr,0.048529,2016.0
ARS,31,May,0.048763,2016.0
ARS,30,Jun,0.049889,2016.0
ARS,31,Jul,0.051088,2016.0
ARS,31,Aug,0.051475,2016.0
ARS,30,Sep,0.050407,2016.0
ARS,31,Oct,0.053327,2016.0
ARS,4,Nov,0.053508,2016.0
HKD,31,Jan,0.073018,2006.0
HKD,28,Feb,0.073731,2006.0
HKD,31,Mar,0.073896,2006.0
HKD,30,Apr,0.072948,2006.0
HKD,31,May,0.069013,2006.0
HKD,30,Jun,0.069833,2006.0
HKD,31,Jul,0.069671,2006.0
HKD,31,Aug,0.067920,2006.0
HKD,30,Sep,0.068161,2006.0
HKD,31,Oct,0.068481,2006.0
HKD,30,Nov,0.067221,2006.0
HKD,31,Dec,0.065562,2006.0
HKD,31,Jan,0.065491,2007.0
HKD,28,Feb,0.065379,2007.0
HKD,31,Mar,0.065722,2007.0
HKD,30,Apr,0.064377,2007.0
HKD,31,May,0.064461,2007.0
HKD,30,Jun,0.064445,2007.0
HKD,31,Jul,0.062904,2007.0
HKD,31,Aug,0.063604,2007.0
HKD,30,Sep,0.063618,2007.0
HKD,31,Oct,0.063078,2007.0
HKD,30,Nov,0.062114,2007.0
HKD,31,Dec,0.063650,2007.0
HKD,31,Jan,0.065070,2008.0
HKD,29,Feb,0.065336,2008.0
HKD,31,Mar,0.064218,2008.0
HKD,30,Apr,0.064735,2008.0
HKD,31,May,0.065225,2008.0
HKD,30,Jun,0.065083,2008.0
HKD,31,Jul,0.064459,2008.0
HKD,31,Aug,0.067948,2008.0
HKD,30,Sep,0.071367,2008.0
HKD,31,Oct,0.076322,2008.0
HKD,30,Nov,0.084161,2008.0
HKD,31,Dec,0.086998,2008.0
HKD,31,Jan,0.089114,2009.0
HKD,28,Feb,0.089369,2009.0
HKD,31,Mar,0.090976,2009.0
HKD,30,Apr,0.087697,2009.0
HKD,31,May,0.083623,2009.0
HKD,30,Jun,0.078847,2009.0
HKD,31,Jul,0.078869,2009.0
HKD,31,Aug,0.078038,2009.0
HKD,30,Sep,0.079042,2009.0
HKD,31,Oct,0.079700,2009.0
HKD,30,Nov,0.077805,2009.0
HKD,31,Dec,0.079566,2009.0
HKD,31,Jan,0.079789,2010.0
HKD,28,Feb,0.082603,2010.0
HKD,31,Mar,0.085565,2010.0
HKD,30,Apr,0.084042,2010.0
HKD,31,May,0.087553,2010.0
HKD,30,Jun,0.087046,2010.0
HKD,31,Jul,0.084106,2010.0
HKD,31,Aug,0.082207,2010.0
HKD,30,Sep,0.082695,2010.0
HKD,31,Oct,0.081193,2010.0
HKD,30,Nov,0.080805,2010.0
HKD,31,Dec,0.082458,2010.0
HKD,31,Jan,0.081453,2011.0
HKD,28,Feb,0.079616,2011.0
HKD,31,Mar,0.079441,2011.0
HKD,30,Apr,0.078573,2011.0
HKD,31,May,0.078700,2011.0
HKD,30,Jun,0.079230,2011.0
HKD,31,Jul,0.079410,2011.0
HKD,31,Aug,0.078411,2011.0
HKD,30,Sep,0.081221,2011.0
HKD,31,Oct,0.081508,2011.0
HKD,30,Nov,0.081288,2011.0
HKD,31,Dec,0.082487,2011.0
HKD,31,Jan,0.083056,2012.0
HKD,29,Feb,0.081569,2012.0
HKD,31,Mar,0.081414,2012.0
HKD,30,Apr,0.080491,2012.0
HKD,31,May,0.080942,2012.0
HKD,30,Jun,0.082860,2012.0
HKD,31,Jul,0.082645,2012.0
HKD,31,Aug,0.082024,2012.0
HKD,30,Sep,0.080067,2012.0
HKD,31,Oct,0.080246,2012.0
HKD,30,Nov,0.080835,2012.0
HKD,31,Dec,0.079987,2012.0
HKD,31,Jan,0.080792,2013.0
HKD,28,Feb,0.083243,2013.0
HKD,31,Mar,0.085409,2013.0
HKD,30,Apr,0.084129,2013.0
HKD,31,May,0.084254,2013.0
HKD,30,Jun,0.083321,2013.0
HKD,31,Jul,0.084989,2013.0
HKD,31,Aug,0.083176,2013.0
HKD,30,Sep,0.081288,2013.0
HKD,31,Oct,0.080164,2013.0
HKD,30,Nov,0.080102,2013.0
HKD,31,Dec,0.078757,2013.0
HKD,31,Jan,0.078292,2014.0
HKD,28,Feb,0.077836,2014.0
HKD,31,Mar,0.077474,2014.0
HKD,30,Apr,0.077034,2014.0
HKD,31,May,0.076599,2014.0
HKD,30,Jun,0.076266,2014.0
HKD,31,Jul,0.075574,2014.0
HKD,31,Aug,0.077276,2014.0
HKD,30,Sep,0.079146,2014.0
HKD,31,Oct,0.080224,2014.0
HKD,30,Nov,0.081775,2014.0
HKD,31,Dec,0.082495,2014.0
HKD,31,Jan,0.085094,2015.0
HKD,28,Feb,0.084126,2015.0
HKD,31,Mar,0.086184,2015.0
HKD,30,Apr,0.086283,2015.0
HKD,31,May,0.083532,2015.0
HKD,30,Jun,0.082783,2015.0
HKD,31,Jul,0.082923,2015.0
HKD,31,Aug,0.082824,2015.0
HKD,30,Sep,0.084157,2015.0
HKD,31,Oct,0.084131,2015.0
HKD,30,Nov,0.084984,2015.0
HKD,31,Dec,0.086102,2015.0
HKD,31,Jan,0.089247,2016.0
HKD,29,Feb,0.089848,2016.0
HKD,31,Mar,0.090361,2016.0
HKD,30,Apr,0.090124,2016.0
HKD,31,May,0.088707,2016.0
HKD,30,Jun,0.090821,2016.0
HKD,31,Jul,0.098074,2016.0
HKD,31,Aug,0.098512,2016.0
HKD,30,Sep,0.098100,2016.0
HKD,31,Oct,0.104373,2016.0
HKD,4,Nov,0.104137,2016.0
MYR,31,Jan,0.150975,2006.0
MYR,28,Feb,0.153538,2006.0
MYR,31,Mar,0.154859,2006.0
MYR,30,Apr,0.154639,2006.0
MYR,31,May,0.148141,2006.0
MYR,30,Jun,0.147989,2006.0
MYR,31,Jul,0.147648,2006.0
MYR,31,Aug,0.143714,2006.0
MYR,30,Sep,0.144528,2006.0
MYR,31,Oct,0.144947,2006.0
MYR,30,Nov,0.143603,2006.0
MYR,31,Dec,0.143498,2006.0
MYR,31,Jan,0.145592,2007.0
MYR,28,Feb,0.146082,2007.0
MYR,31,Mar,0.147058,2007.0
MYR,30,Apr,0.146331,2007.0
MYR,31,May,0.148143,2007.0
MYR,30,Jun,0.146232,2007.0
MYR,31,Jul,0.142983,2007.0
MYR,31,Aug,0.142699,2007.0
MYR,30,Sep,0.142741,2007.0
MYR,31,Oct,0.145004,2007.0
MYR,30,Nov,0.144028,2007.0
MYR,31,Dec,0.148743,2007.0
MYR,31,Jan,0.155353,2008.0
MYR,29,Feb,0.157967,2008.0
MYR,31,Mar,0.157060,2008.0
MYR,30,Apr,0.159507,2008.0
MYR,31,May,0.158257,2008.0
MYR,30,Jun,0.155965,2008.0
MYR,31,Jul,0.154663,2008.0
MYR,31,Aug,0.159354,2008.0
MYR,30,Sep,0.161398,2008.0
MYR,31,Oct,0.168165,2008.0
MYR,30,Nov,0.181575,2008.0
MYR,31,Dec,0.190414,2008.0
MYR,31,Jan,0.193790,2009.0
MYR,28,Feb,0.190938,2009.0
MYR,31,Mar,0.191939,2009.0
MYR,30,Apr,0.188485,2009.0
MYR,31,May,0.184001,2009.0
MYR,30,Jun,0.173668,2009.0
MYR,31,Jul,0.172230,2009.0
MYR,31,Aug,0.171913,2009.0
MYR,30,Sep,0.175319,2009.0
MYR,31,Oct,0.181465,2009.0
MYR,30,Nov,0.177766,2009.0
MYR,31,Dec,0.180757,2009.0
MYR,31,Jan,0.183108,2010.0
MYR,28,Feb,0.187662,2010.0
MYR,31,Mar,0.199871,2010.0
MYR,30,Apr,0.203529,2010.0
MYR,31,May,0.209490,2010.0
MYR,30,Jun,0.207656,2010.0
MYR,31,Jul,0.204005,2010.0
MYR,31,Aug,0.202618,2010.0
MYR,30,Sep,0.206819,2010.0
MYR,31,Oct,0.203129,2010.0
MYR,30,Nov,0.201155,2010.0
MYR,31,Dec,0.205067,2010.0
MYR,31,Jan,0.206946,2011.0
MYR,28,Feb,0.203590,2011.0
MYR,31,Mar,0.203871,2011.0
MYR,30,Apr,0.202723,2011.0
MYR,31,May,0.203086,2011.0
MYR,30,Jun,0.203719,2011.0
MYR,31,Jul,0.206662,2011.0
MYR,31,Aug,0.204698,2011.0
MYR,30,Sep,0.205930,2011.0
MYR,31,Oct,0.202189,2011.0
MYR,30,Nov,0.200503,2011.0
MYR,31,Dec,0.203091,2011.0
MYR,31,Jan,0.207045,2012.0
MYR,29,Feb,0.209163,2012.0
MYR,31,Mar,0.207449,2012.0
MYR,30,Apr,0.204037,2012.0
MYR,31,May,0.202572,2012.0
MYR,30,Jun,0.201988,2012.0
MYR,31,Jul,0.202368,2012.0
MYR,31,Aug,0.204105,2012.0
MYR,30,Sep,0.201681,2012.0
MYR,31,Oct,0.203699,2012.0
MYR,30,Nov,0.204845,2012.0
MYR,31,Dec,0.202912,2012.0
MYR,31,Jan,0.206182,2013.0
MYR,28,Feb,0.208366,2013.0
MYR,31,Mar,0.213273,2013.0
MYR,30,Apr,0.214321,2013.0
MYR,31,May,0.216538,2013.0
MYR,30,Jun,0.205848,2013.0
MYR,31,Jul,0.206472,2013.0
MYR,31,Aug,0.196870,2013.0
MYR,30,Sep,0.193812,2013.0
MYR,31,Oct,0.195970,2013.0
MYR,30,Nov,0.194133,2013.0
MYR,31,Dec,0.187715,2013.0
MYR,31,Jan,0.183924,2014.0
MYR,28,Feb,0.182450,2014.0
MYR,31,Mar,0.183309,2014.0
MYR,30,Apr,0.183494,2014.0
MYR,31,May,0.183874,2014.0
MYR,30,Jun,0.183716,2014.0
MYR,31,Jul,0.184000,2014.0
MYR,31,Aug,0.188513,2014.0
MYR,30,Sep,0.190639,2014.0
MYR,31,Oct,0.190367,2014.0
MYR,30,Nov,0.189565,2014.0
MYR,31,Dec,0.183725,2014.0
MYR,31,Jan,0.184476,2015.0
MYR,28,Feb,0.181181,2015.0
MYR,31,Mar,0.181509,2015.0
MYR,30,Apr,0.184393,2015.0
MYR,31,May,0.179751,2015.0
MYR,30,Jun,0.171398,2015.0
MYR,31,Jul,0.169107,2015.0
MYR,31,Aug,0.158408,2015.0
MYR,30,Sep,0.151394,2015.0
MYR,31,Oct,0.153237,2015.0
MYR,30,Nov,0.152619,2015.0
MYR,31,Dec,0.155831,2015.0
THB,31,Jan,0.014304,2006.0
THB,28,Feb,0.014542,2006.0
THB,31,Mar,0.014714,2006.0
THB,30,Apr,0.014881,2006.0
THB,31,May,0.014083,2006.0
THB,30,Jun,0.014132,2006.0
THB,31,Jul,0.014256,2006.0
THB,31,Aug,0.014048,2006.0
THB,30,Sep,0.014173,2006.0
THB,31,Oct,0.014290,2006.0
THB,30,Nov,0.014319,2006.0
THB,31,Dec,0.014253,2006.0
THB,31,Jan,0.014500,2007.0
THB,28,Feb,0.015069,2007.0
THB,31,Mar,0.015696,2007.0
THB,30,Apr,0.015484,2007.0
THB,31,May,0.015356,2007.0
THB,30,Jun,0.015529,2007.0
THB,31,Jul,0.016104,2007.0
THB,31,Aug,0.015546,2007.0
THB,30,Sep,0.015423,2007.0
THB,31,Oct,0.015493,2007.0
THB,30,Nov,0.015370,2007.0
THB,31,Dec,0.016357,2007.0
THB,31,Jan,0.016696,2008.0
THB,29,Feb,0.016260,2008.0
THB,31,Mar,0.015943,2008.0
THB,30,Apr,0.015980,2008.0
THB,31,May,0.015873,2008.0
THB,30,Jun,0.015295,2008.0
THB,31,Jul,0.015003,2008.0
THB,31,Aug,0.015665,2008.0
THB,30,Sep,0.016199,2008.0
THB,31,Oct,0.017185,2008.0
THB,30,Nov,0.018582,2008.0
THB,31,Dec,0.019249,2008.0
THB,31,Jan,0.019796,2009.0
THB,28,Feb,0.019613,2009.0
THB,31,Mar,0.019718,2009.0
THB,30,Apr,0.019211,2009.0
THB,31,May,0.018724,2009.0
THB,30,Jun,0.017899,2009.0
THB,31,Jul,0.017940,2009.0
THB,31,Aug,0.017759,2009.0
THB,30,Sep,0.018103,2009.0
THB,31,Oct,0.018481,2009.0
THB,30,Nov,0.018121,2009.0
THB,31,Dec,0.018569,2009.0
SGD,31,Jan,0.346645,2006.0
SGD,28,Feb,0.351243,2006.0
SGD,31,Mar,0.353686,2006.0
SGD,30,Apr,0.353348,2006.0
SGD,31,May,0.339599,2006.0
SGD,30,Jun,0.340710,2006.0
SGD,31,Jul,0.342084,2006.0
SGD,31,Aug,0.335176,2006.0
SGD,30,Sep,0.335839,2006.0
SGD,31,Oct,0.337788,2006.0
SGD,30,Nov,0.336245,2006.0
SGD,31,Dec,0.330762,2006.0
SGD,31,Jan,0.332125,2007.0
SGD,28,Feb,0.333144,2007.0
SGD,31,Mar,0.336928,2007.0
SGD,30,Apr,0.332140,2007.0
SGD,31,May,0.330944,2007.0
SGD,30,Jun,0.327727,2007.0
SGD,31,Jul,0.324383,2007.0
SGD,31,Aug,0.326549,2007.0
SGD,30,Sep,0.327762,2007.0
SGD,31,Oct,0.333904,2007.0
SGD,30,Nov,0.333963,2007.0
SGD,31,Dec,0.342609,2007.0
SGD,31,Jan,0.354731,2008.0
SGD,29,Feb,0.360969,2008.0
SGD,31,Mar,0.360899,2008.0
SGD,30,Apr,0.369664,2008.0
SGD,31,May,0.372617,2008.0
SGD,30,Jun,0.371573,2008.0
SGD,31,Jul,0.370096,2008.0
SGD,31,Aug,0.377510,2008.0
SGD,30,Sep,0.388672,2008.0
SGD,31,Oct,0.400551,2008.0
SGD,30,Nov,0.432601,2008.0
SGD,31,Dec,0.456556,2008.0
SGD,31,Jan,0.464324,2009.0
SGD,28,Feb,0.456683,2009.0
SGD,31,Mar,0.460910,2009.0
SGD,30,Apr,0.452149,2009.0
SGD,31,May,0.443889,2009.0
SGD,30,Jun,0.420476,2009.0
SGD,31,Jul,0.421494,2009.0
SGD,31,Aug,0.419547,2009.0
SGD,30,Sep,0.430591,2009.0
SGD,31,Oct,0.441770,2009.0
SGD,30,Nov,0.434082,2009.0
SGD,31,Dec,0.441546,2009.0
SGD,31,Jan,0.443037,2010.0
SGD,28,Feb,0.454187,2010.0
SGD,31,Mar,0.474504,2010.0
SGD,30,Apr,0.471965,2010.0
SGD,31,May,0.488964,2010.0
SGD,30,Jun,0.484939,2010.0
SGD,31,Jul,0.474855,2010.0
SGD,31,Aug,0.471305,2010.0
SGD,30,Sep,0.481211,2010.0
SGD,31,Oct,0.483645,2010.0
SGD,30,Nov,0.482409,2010.0
SGD,31,Dec,0.491013,2010.0
SGD,31,Jan,0.492505,2011.0
SGD,28,Feb,0.486067,2011.0
SGD,31,Mar,0.488180,2011.0
SGD,30,Apr,0.489964,2011.0
SGD,31,May,0.494029,2011.0
SGD,30,Jun,0.499837,2011.0
SGD,31,Jul,0.508534,2011.0
SGD,31,Aug,0.505483,2011.0
SGD,30,Sep,0.506680,2011.0
SGD,31,Oct,0.496658,2011.0
SGD,30,Nov,0.490631,2011.0
SGD,31,Dec,0.495342,2011.0
SGD,31,Jan,0.503877,2012.0
SGD,29,Feb,0.504529,2012.0
SGD,31,Mar,0.502174,2012.0
SGD,30,Apr,0.499519,2012.0
SGD,31,May,0.497556,2012.0
SGD,30,Jun,0.502761,2012.0
SGD,31,Jul,0.508468,2012.0
SGD,31,Aug,0.509780,2012.0
SGD,30,Sep,0.504270,2012.0
SGD,31,Oct,0.508218,2012.0
SGD,30,Nov,0.511962,2012.0
SGD,31,Dec,0.507862,2012.0
SGD,31,Jan,0.510034,2013.0
SGD,28,Feb,0.521309,2013.0
SGD,31,Mar,0.531864,2013.0
SGD,30,Apr,0.527546,2013.0
SGD,31,May,0.523545,2013.0
SGD,30,Jun,0.513014,2013.0
SGD,31,Jul,0.519701,2013.0
SGD,31,Aug,0.507167,2013.0
SGD,30,Sep,0.498967,2013.0
SGD,31,Oct,0.500126,2013.0
SGD,30,Nov,0.497575,2013.0
SGD,31,Dec,0.484897,2013.0
SGD,31,Jan,0.477410,2014.0
SGD,28,Feb,0.476892,2014.0
SGD,31,Mar,0.474546,2014.0
SGD,30,Apr,0.476075,2014.0
SGD,31,May,0.474426,2014.0
SGD,30,Jun,0.472533,2014.0
SGD,31,Jul,0.471298,2014.0
SGD,31,Aug,0.479718,2014.0
SGD,30,Sep,0.485573,2014.0
SGD,31,Oct,0.488034,2014.0
SGD,30,Nov,0.489294,2014.0
SGD,31,Dec,0.485817,2014.0
SGD,31,Jan,0.493492,2015.0
SGD,28,Feb,0.481289,2015.0
SGD,31,Mar,0.485445,2015.0
SGD,30,Apr,0.495894,2015.0
SGD,31,May,0.485404,2015.0
SGD,30,Jun,0.476892,2015.0
SGD,31,Jul,0.472408,2015.0
SGD,31,Aug,0.459435,2015.0
SGD,30,Sep,0.460752,2015.0
SGD,31,Oct,0.465393,2015.0
SGD,30,Nov,0.465572,2015.0
SGD,31,Dec,0.474063,2015.0
SGD,31,Jan,0.485133,2016.0
SGD,29,Feb,0.497705,2016.0
SGD,31,Mar,0.511149,2016.0
SGD,30,Apr,0.517604,2016.0
SGD,31,May,0.502618,2016.0
SGD,30,Jun,0.520786,2016.0
SGD,31,Jul,0.563510,2016.0
SGD,31,Aug,0.566729,2016.0
SGD,30,Sep,0.559581,2016.0
SGD,31,Oct,0.585111,2016.0
SGD,4,Nov,0.583124,2016.0
TWD,31,Jan,0.017624,2006.0
TWD,28,Feb,0.017704,2006.0
TWD,31,Mar,0.017652,2006.0
TWD,30,Apr,0.017516,2006.0
TWD,31,May,0.016847,2006.0
TWD,30,Jun,0.016708,2006.0
TWD,31,Jul,0.016606,2006.0
TWD,31,Aug,0.016116,2006.0
TWD,30,Sep,0.016122,2006.0
TWD,31,Oct,0.016068,2006.0
TWD,30,Nov,0.015938,2006.0
TWD,31,Dec,0.015681,2006.0
TWD,31,Jan,0.015596,2007.0
TWD,28,Feb,0.015493,2007.0
TWD,31,Mar,0.015550,2007.0
TWD,30,Apr,0.015181,2007.0
TWD,31,May,0.015147,2007.0
TWD,30,Jun,0.015243,2007.0
